"Name","Wallet","Time"
"@geppinex","0xbb484283cC0729F2593a398A5B54e5885Dac3E2b","08:46"
"@n4ilyk","0x46f6e3fcC0dEf691906d6c92C44dD032aeA8049D","08:47"
"@SMARTPAPERS01","0x7d7112E367Ced08a6b4a88c809894B84706d59D4","08:47"
"@YannisDubois2","0xa612B322Ce6F3d2e3d11275E289827fB8ff8FD51","08:51"
"@TimbersashSe","0x4AC9c82D9d42561a13094787C0Cf927CB49f7232","08:54"
"@LoranP4","0xb8B47B86C1608667abbE1a642A08BFa69637ED4C","08:54"
"Roiril","0xcd2B55688C038B79D6F041C63017Fb992FBDc3ba","08:57"
"@mineradorwar","0x36090cfF79dD01940c710aC3bF962D9c498C664F","09:02"
"@BebinSebastie","0x41dD0416F763361e96a88610bb2364B690BBD14D","09:05"
"@JulienKervarrec","0x79d094ec6c7d4987652e3f5551D22D9eF5A49678","09:06"
"@hyosukj","0xa09325d99dA1471dA38E29b9654ec274371fd4Be","09:06"
"@coppercode_","0x07F62F48709B2c427E54e102531D07d9E21Ad99E","09:07"
"@ArizoPr0","0xC398220de66c6d664b91148668fA754f8597cdaC","09:08"
"@Nono_3925","0x5111Fa46b34a5a89E76d0DAb7993C0c28292F3a6","09:14"
"@mw_magician","0xa56AbdEb8b39de29Fd8986e9C038165c7A7e82D6","09:18"
"Garancebert75","0x433179393017212f28b502a35Be29eBbDBFCCf35","09:21"
"@CiterneThibault","0x2510ED1f029211713d244a8817F21fa15B882C70","09:22"
"fafcrypto","0xd53314c970059C003DE57C2cFcebFA45392B7F09","09:26"
"DoctorTooNice","bc1qvjnrsuwpz4fmj64m90ghyaxmhvg7nmgajahjcz","09:27"
"@bocan75039785","0x562ACbF1e648fB32e6D792b64Fe5cC320386CA99","09:29"
"@zanotyy","0x2ff1F4B506b4f91b13C00ccC23cDFdDe95A57539","09:34"
"@0x3dgar","0xE4b00E9e3f044EEE2269CfbbE2CCC7fdD52A497E","09:35"
"@cryptoto044222","0x6f0fD2c9d2B5D3bc7ccC30EE5bbDF0010383e949","09:36"
"@CriptoJean","0x249880A80769b060A9CaaaaDd2CFf1c2F9072150","09:36"
"","","09:38"
"@XIII77819709","0x2Ff2fB0F0d4CD43CDcb42E85D98e132230a65ad5","09:39"
"@shinobi_inj","0x9616766C0Df03668Dd0C828b5dB455644998f037","09:39"
"@Ctinwens","0x6b644664064B37D2b245d8CB20d63f1D860Af92a","09:41"
"https://x.com/moongorer","0xFD8A26B4f4231752e737a1780CdeD303da50Ea9F","09:43"
"@jackback47","0x32d910cfc8B6E472154cB14eAd6aD6d92c1E2eD5","09:44"
"edgarhavanne","0x33d9C6Eee733879b6D051EFe4788582338992f19","09:46"
"@SebastianV04","0x6738A7AD3785A5517AB5F0CDA6F8FcACC3F2BF56","09:46"
"Fartinator","0x7Ea5e8bDA55ad9AAE8f4Eb68F73158c373A3566C","09:46"
"@CryptoTurfuZebi","0x9914D1e539645bde0c0a031bA1379F023955292B","09:47"
"gioua","0xe6ED9Bb7aE5E082Cca6cC4E07C29c69C4a68CE04","09:48"
"wayofftrader","0xe0Dca6770223fb1C35E9d89cC1b55696a9109bcc","09:48"
"@8Dc5DD","0x8Dc5DD7af1DC1c7E9f3AB5db76A46141A54f1FA0","09:49"
"smolting69","0xAB1C0808627921a251f5645d676Cc3efC7629053","09:53"
"musicalbasement","skinnywave.base.eth","09:55"
"@theo_parotte","0xFB18883B76E8c899056b0e35C03B7D3B4fb83312","10:06"
"@VRobvd","0x71855A423CE02c731D8a520D01297F4587cA2913","10:10"
"@zbeblusitinho","0xe0d9309930385CABBf1A5d3B578a9A79943b47eF","10:11"
"Tyler__almeida","0x960412fc0898375da3b45182ea8542aea738add3","10:12"
"@p0uet21","0x4772A15B7fbF67aeb3E954d9ddbB8dD50147b077","10:14"
"@GigaTradeChad","0xc7d57c61a8f04dcce1e10f3ee50f5bb4cec9a568","10:15"
"@Nanaud_FR","0xedB2e9bd803ed1964C1869a85818e95fa0bBB63f","10:16"
"@titigrominet","0xb03dAC533B0a5f9cd690daeC9fB7D1CFbee85876","10:17"
"@VAW23_official","0xDE2e4Fbb91763b16cC59c3A34d6AAAa521c61c0B","10:17"
"@depin_pomme","0x1F3Bcd409b2B2D88259AcA77115e858Ea3c65e9c","10:21"
"Denovacain ","Dnova.base.eth","10:21"
"@so_brutal_truth","0x830bc5551e429DDbc4E9Ac78436f8Bf13Eca8434","10:22"
"@MichalKlimauk","0xa2f116468f8c60830A881a2F9F7669A0cd44A341","10:24"
"@Into_The_Stacks","0x0671D77376069262cc075746eAF8Bfe82B008C1C","10:24"
"@freretote","0x4aE1d1a1917ADF4f12a1F9293f0B93C85b8E2831","10:25"
"","bobitajmona.cb.id","10:28"
"@KOALACRYPTOX","0xcE30ADC4146C42BA9D32c2b85373335e80440578","10:28"
"Legend_theDJ","0xD8Fe32F15Fef21470B4D83f2Ab99209418E2dEd3","10:29"
"@IT_ChrisT","0x9b6D9b55346e059Fc821EEB0d5f7da11a1278960","10:33"
"Sv77724051","0xF9342Ca12523B157cD381891f2E87BA4699A6D1E","10:36"
"@smnxz123","0x8BBE8Fe4DDA236f8D6d537Cfa26ad8cFC905BEC7","10:36"
"mechakc14","0xcC76D279C6D9423F5c42F366f5c34EF9887A18c4","10:40"
"BITMEPHISTO","0xC34c26530DD2323A3c75D1c3B2769C87D0709081","10:46"
"Shigo_Darkfly","0x94202A8d63a4672D19Cb40e4D01cF4d9307F0f64","10:48"
"@zerf01424944","0x9862FD5b8dbFbe4e887d244d28e53D792dED66EB","10:48"
"Filou_crypto","0x2e722908a2E708b2180d5e1f809573831833F4b8","10:50"
"@jfermoreno15","0xD42cBC05975e1403F2C234821f26f54cCA60740c","10:54"
"@SMelody777","0x08d5925626C701580d5b41BB9dCdFcE023A36308","10:55"
"OleafStrongbear","0x19Ab90a385e2a2acD5724A59196B42A93825dE27","10:55"
"@0xluucky","0x552d585ac9b1191a093a7b4917c84efE3aC061e0","10:58"
"@sauvezmonfils","0x52f7B68eDC4ABE1443fb8a1848935eBfe269169B","10:58"
"@neorca","0x87941a73F2EA8e05DfA2854561E307a786c5E8e3","10:59"
"@Amaral815","0xB1e7901F0c930927459d286c50Eb7a1D63F21436","11:03"
"@FromTheGrav3","0x036631a163767EC4B518bA3C234185811f7D9827","11:03"
"@plmrx","0x0c3EF07338d82406F4E49bcb6DF157B94A3dcD38","11:06"
"darcelo","0x004b639bbAa7ad8696e50017B6b45872c64Cf7c8","11:08"
"@__UTXO__","0x65c73ce12D4aD924410aB0b6ddDF02096547F6F7","11:11"
"@desoleth","0x92adBAc3Ffe903e002b9aD8B5465bF7Df5b266d2","11:13"
"@max_kutsar","0xce1A8d1d7C9c038d9bf471a38CF90eC72362bAee","11:15"
"@youndr","0x42224F1ecd0258BA5689C91b75cE084f4bd32ad4","11:19"
"yun_fr","0x1AC205EfecC2fE31377E273dB93F4Bb145C67A19","11:22"
"@ansingluigiroy","0x88ccbC8cE8199C61b28d2B495301C745E90A8BE9","11:24"
"@jedman08","0xd8E0e82B5182598dd2688D6b7816aF8c98532578","11:29"
"@VesemirE","0x087cA5Bacf37f23d4b346a8E36C1b45352b37359","11:33"
"aki_rito78692","0xdB4e664E5aD83470eAA81Ee85445a59004B15C18","11:35"
"@colerypt0","colerypt0.cb.id","11:37"
"@Armanifeante","0x7f5971D611E81A80d552DE7ffFcC85e3d35Cf182","11:38"
"@6Bazinga","0x17FE7565AA7D86B5392857574a32613DE150fcBE","11:44"
"nattchil","0x05F761AacD63e4e96Bf98f0fE5614De5Ba90856C","11:48"
"","Corym.eth","11:58"
"Hot03","Hot3.cb.id","11:58"
"@GonesinGermany","0x66911f0d4C73A9189Ed29ecAFC1514236F51dD45","11:58"
"celsaad","0xe0e1e7659e40a9BcA693aE085910bFFFfD8593Db","12:00"
"@dayreon1","0x91E5d7F787272cbD36b69C695de0F211Bf3fBa8C","12:01"
"@0xxZino","0xeb4a01126E68DcB5b1e00C18A60eB0503b698acF","12:01"
"TheDojiETH","0x4a843aA4d6dc057A5e2C76150c6CBF747Fb13C36","12:04"
"@kumar__474","0x152013199dd985d9983da25c85b88af57e600383","12:05"
"@moser_damien","0x2cd84C5a739c12202FE92b7CE488abF643578A3d","12:06"
"golaz666","0xBfb7E6c7F2a431Bc840eD9293A92702AaeB483d5","12:10"
"","","12:11"
"@JeanMarcBE23593","0x93a5EFB36c92BF6b853e469d73513050C8FE4F43","12:11"
"cookingfresh_me","0xDd2acCBB74F11D2EcaB1a76aB1659c19Ad401a91","12:12"
"@DeCoCoo","0x6152ce681832632a79f0408bE9EDadDd81884541","12:13"
"@ludomat","0x585E184Dc84968F83e5702659e7e4546545979C0","12:15"
"BARTOFRENCHKING","0xbecF6C00E5CDd516eB4213E8744dbA559e988B38","12:16"
"@metaverse00001","0x1C18D2EE03D22718bdc0C9AA22611DCb855fB867","12:24"
"@bryptoConsuela","0x8B881349c69fdA7E1121Ae397383aA2002f9f418","12:25"
"@testphoto8","0x22df8f85ad9850151582f89e37237bf0517f87dd","12:26"
"@AutonomieU","0x8A00923Dbb6C7B43Ae712A1dE31dEB68c7636D36","12:27"
"@joseph42223128","0x82AF599aE8a62842dA38be6E5d4b14cD5882bddb","12:29"
"@Gregleg6","0x7b92FA5050cCEE5B987268f76c93334e8459dA1d","12:33"
"@ConFlux1618","0x45d993393f7b3fe781935e1155118c7f830d4415","12:35"
"@_remzzer","0x02993A451610cA07E48Ccee18EA4A56ab1D6b90e","12:36"
"milou09 ","0x4EF9C6f53226F291882fCF2bC6bf0bA8b64987BF","13:04"
"@GggOlivier","0xdAdD6633Dce6B02D8b2181A5a5beD70aB073A44B","13:05"
"SkayzenoX","0xe325014a51491481c1B361ed212ceFbfE8fcc9BF","13:06"
"@AffinityDirect","0xEC8AFF769B4995a5dB62C26212Ca612f0914Af2f","13:07"
"@turluthutu34964","0x576D3B3E266744f99Bae0fEFc4f2780FB57FE2ee","13:07"
"@mousezx5","0xcAD8cFB0E040e60C713a67BF50e0C7aEFDF80d36","13:11"
"@oknoart","0xF4b40B20572D117EAD7b5ca3C7eFf7d3CBdC4067","13:11"
"kurama474","0x8f09ed2F4421b8B798E245caa907bBa67b28cfd9","13:14"
"LaufLukas","0xCa873378Eddd7aCe3F10FDc3B52837F1dA9Ba7af","13:16"
"@AnonyneName","0xc5Ddba26702cfbA00b70244C11efb427D910D2A9","13:16"
"@GrgoryM99808088","0xeE672cd701402F70d095eB856CaEC163dC56dE78","13:20"
"@pays_dorient","0x90875A5f685BffC38fD6D8630ef5ac745409641D","13:24"
"@nik_baruch","0x31cFBDc9B8C2f1a303365c72F7CA16d10Ef7a7fE","13:26"
"@frjml_rhr","0xb5B5911be79127Cd21DCd895dDBf21Db00eD447A","13:27"
"@JbmohrSkibijb","0x03e7ab483eA1d177E4BE2472bF16cA17B8cF280d","13:30"
"@Obydoby202","0x21af8b05e3b717585a4FDFFfBabe12BbBeb1Ac07","13:32"
"@cryptocyss","0x4d8515934a0b5D801d5d20d501F3a429002Fd986","13:40"
"PoderosoNRG","0x824B3c341979904C85d2cD8e50f8f2456B70EE2F","13:41"
"@Rosk015","0xB05Ed8D08Af44A4DECb46fb24A27302921bE5917","13:42"
"@purplearccc","0x593693Dccae0d16185Da7Bf8a7B78f95ad25aA9C","13:53"
"Pulsaur_Art","0xc0BD8ae8D84A1b985eC171A1545dFf5A40624666","13:59"
"","","13:59"
"@vadum089","0x394a44683ff05ef31abd675785b0b493ab8c8b41","14:02"
"@wizzar61","0xcB589a4c9e5648fA772A991D56a008B1114e9567","14:06"
"@ChLuciano1","0x5BBC0C59b09a19BAd8cA77bE5eAc45c44EFD3d56","14:07"
"Novee_VeenoX","0x77A89C51f106D6cD547542a3A83FE73cB4459135","14:08"
"@Moonv_base_eth","0xBF21091E249d7c81A3468963819629a9554AF9d4","14:08"
"@orcounter","0xD9a0a16E5A634bF5a02962b667f17C65bAE14086","14:12"
"@Heure00H","0xbAa168126A9f847f66A1DA0bCC27d8a96Ca202E2","14:19"
"@GORI898989","0x42fE1d842D0937e7E21C21A3CF9F7FCdAa977E31","14:22"
"@SSeari_a","0x9014C0Aa041d637ed64d022BF237112a6B550532","14:27"
"@R2SiO1","0x800417f1244BffB037F177F9fC8fe1Ca822425Ba","14:32"
"EscanorThe01","0xD1C986A3c2d4DCd4b2ab507f06B5063356c11C9f","14:32"
"@Adodaim","0x5a5D07EF209bF2e2608405cfB0B7D7d5df396a36","14:34"
"@elcascadorlesco","0xd152926BEEFd40cAef59040A2144980e481A59e3","14:34"
"@wattatrick","0x128b16CF53b7Ea103F244e7F79b656fE6761f84F","14:36"
"@Smith0101010101","0x4c8307b5221b80E3Aa8807eBdF363FD7458FA71b","14:41"
"joepadawan1","0x46f3cC6a1c00A5cD8864d2B92f128196CAE07D15","14:48"
"@QuentinflyJr","0xBE0888DF488E553eCf5c46E417f3EcE90C8d90ce","14:48"
"@Mixxema","0x4BBa504587d11f490C56ea02E53f77eE7AF50783","14:50"
"@Patrick56505279","0x9017458f487CFB97a62fBFfb4E439414C5849623","14:58"
"@themikefloyd","0xf506fbFF699d6d35041161F6B7e778aE09D46D01","15:00"
"@yun_ametrine","0xD51720952A9418E975061dd9124A332B9D8400b3","15:02"
"@MyMonte4","0x9A75e4b607Ea0aB30F129Bf8e65Bc86Dc171DF95","15:07"
"@raianbgf19841","0xe5cfBBEda4E52B89cf4d1aA68979A0760c39fbBf","15:11"
"@InstantPaisible","0xE78d6C6A739f3b68EdB1Ff6A80a977952c21C781","15:12"
"LuuTienHoa96","0x1412729138834ffa100473cc7a749C7d17fb73b6","15:13"
"PoderosoNRG","0x824B3c341979904C85d2cD8e50f8f2456B70EE2F","15:19"
"nokycdao","0x4Bb32D86606f0601aaD2aE36C8b153968544Dee2","15:25"
"@kino_cyber","0x49838aA6c98260aa1738fbef639f9793333a5B60","15:29"
"Garancebert75","0x433179393017212f28b502a35Be29eBbDBFCCf35","15:33"
"daeb","0x9Feac85E7D4C9be9f35cab36C4fd64cC7cBDDAeB","15:36"
"@Theo_georgalis","0x416585400014C38c5c983767eF74a4531A645f83","15:37"
"balrogus93","0xEA292570cAdd4d66797cbcca8D519A39aaC8435d","15:42"
"@confirmmachine","0x8142e24f59714Ab52a65E640F3F7AC0c6B2f0a88","15:45"
"@Baudy116","0x304CaA5d96c844e331E368c38A3A4CfC0a921D32","15:45"
"justsomenooby","0x52F8B09FAc8E1B7D7dC45643CA27d0f573814AB8","15:45"
"@giacob_x","0xB701c7139324C79682519fc76282eF4173f79B26","15:46"
"@RMouchrek","0xF4F5020DA3150F5ed642a9a7f56D917432803966","16:00"
"@0xezgh","0x02f3EEA7A398cc1F4a11259C89C675086D8FbFf5","16:00"
"@kevin_laroux","0x8c0DA62b2F992eC731cE92Fc30B1B5227D8C14a7","16:01"
"0xMistervain","0x132A3912963C6b0836286776e75c63C508043364","16:02"
"MadnessInvestor","0x083c828B221B126965a146658D4e512337182dF1","16:03"
"@Rouplouplou1","0x9c7AaA2876517920041769f0D385f8cBb8893086","16:05"
"@dianazora456","0x435172C1B669839dE487c8A26BeE3124E2f06D78","16:06"
"davidmagre","0x8e6371957Aab7e89f974fB785E221F1b76a52aAE","16:10"
"@ticotic_123","0xaDd634E4A2427A9cf3F6e71B38627fd43f57e0C0","16:11"
"@4R35S","0x75c91aFD5561DC78C912ebFF3597890decc46C82","16:33"
"Allan_0x","0x2908847BF3Cc7f8eeDd16C41ec56662D7bAfa0fA","16:38"
"Danie1_RTP","0x0F0550855EFcDC8539ac5aA76Ddd5bBE6D9c8Eb7","16:38"
"@SHOPYCBD","0x123b0bc9cA5Df6c11578770402177C946df63700","16:44"
"@st3phbg77","0xDdBeACc7391342fcD48A1de75808f9Ba356BaE03","16:45"
"Unknownuser0000","anjolopez0019.cb.id","16:45"
"josemanordahl","0x6e24d6321e7dc9Fa80110E4f2ffc11882f5848f9","16:48"
"@Boris44625372","0x6825835255f1957c1d0b90ccdab879ce62f1b6b3","16:48"
"JnOoO","0x41A31AA891B1860878286D0a9DF8C3EDCE7f22Be","16:52"
"jgabyjah","0x3e5C18c8eeEc99040E4Ff0E7515aa8cB8fE4D55e","16:55"
"@SOLARS2024","0xd598e0Ccbbc94714422d544f1Caf162234C296bA","16:56"
"@fractalia2","0xd9d5024ee742D5603EC433F3F90E9825967588fC","16:57"
"LLcryptoJ","0xAc4EEAEf50B544de17AF52E4f3cd5B7E3c9deFab","16:59"
"@bubbish","0x7f98DC177eb92d2CB27714c389E73a3Caa275eD4","17:00"
"@CryptMunks","0x5e089Ad3C10aA5e1b19f558f88B1c3Bd9eBE81a7","17:09"
"","","17:10"
"@p2sn875qx9","518 Irving st ","17:12"
"@crlucifer","0xa8Fe4DBA19bDF11620bDC4793ce94905EF09d176","17:13"
"@BabaxORum","0x3Fee32190048efD645FDb459Af492a3adDC487Cb","17:21"
"@L0rdS1rius","0x879f0E5cCF6f2DB311517B29d62fa26B071Ae4B0","17:23"
"@jitzlim","0x29930111Ff12D3C75b5BE8889568C5aD6A9D6CB1","17:23"
"oothkoo","0x1C389f1f85Cdb3C2996b83fAc87E496A80698B7C","17:27"
"@xenmasss","0x94cDBF69ad672Ed4EAB377CdbFfb75C3893bEBFb","17:30"
"@Crypk0g","0xb22EDc4Ef3398bdA2647D36F12A3f534A71b57f5","17:37"
"","0x11076434695CffAB61F88E38c1e49194fEE31242","17:39"
"@Black_Renegado","0x00eF535671BB9c13D195c5Cc2fa3a65f522B764a","17:39"
"@faisse0","0x2fD0ce636E36C02aFc99ca09cBEe1ab7cF8d3c29","17:39"
"@Moonv_base_eth","0xBF21091E249d7c81A3468963819629a9554AF9d4","17:44"
"@astr0hades","0x7eef6f6aFfb8d30dBfC332e9f3065B27aE80D5e1","17:45"
"@TounsiSamy","0xce9676a73d91c5a30c84B141cC2D81A2821Ed20b","17:52"
"@cachotjohny","0x2E1651B8f615F2959AA2daa8aACABE4E3D4b483D","18:02"
"@JueJohn_D3","0x2A475D696a131567cAF27EbddE7025F2913a97d3","18:04"
"@Cumrocket131419","0x0eF20e44Fc48E2EfdB6F7Bf33F0F8Fb06b1eAfBb","18:14"
"@malsana","","18:19"
"@abalonestudio","0x023983B8e86f243212c62ceb492596DB4dd91ADC","18:22"
"BLANCRomain18","0xab6FD2F7ba94FB8f5F3201d8e7E29d9A61ADaE15","18:26"
"@bertillo1983","0xA999D0213a54f4682a7ae3733476b54624425159","18:34"
"@mikadext94","0x1bD3FE6Bf64b022752b74bD8C2ebC034064F4538","18:44"
"@pieniaczopulos","0x860FbDbD4785D13edcC454fABD980C790ca0fE8b","18:44"
"Bestxrinthawrld","fedsoup.base.eth","18:50"
"@travellerish","0xe5f542480BfC2BB948777996D9d42DC98C78a6d0","18:51"
"@satoshi","0xeC3De.base.eth","18:53"
"@rachkos_eth","0x5b8462dfb2311053792a59d33101128bfcfd83bc","18:55"
"@CryptoNupey","0x6c0d12eF5745d0215c5698478Ba68606Abe07230","18:55"
"@lonewolfonchain","0x2cE36F48557A757eEFb672E3eF1905223d963d5C","18:56"
"@Marcelosouza_in","0xeA83f81904C0635D54D901E8f08690d931F84C59","19:01"
"@ohiohirunerune","0xAAaa04A727F4CD60708986E9769690F97e160716","19:02"
"@ViktoriaLee10
","0x2561A831fd110C1e81Db9e640a6f0b144047B41c","19:03"
"@24crypto000","0x03101B346a8cfAFf4f8a37621aCc5420206B3eb0","19:03"
"@CryptoNateNRV","0x20e62122FdEc9eBF68C0AEF2f5D3A8f16d06b2FD","19:04"
"@oppswons","0x9801A551F058571B128D0995FF4b4AA3443Da6e8","19:10"
"@enyotaa","0x126e10e2e2E920f16dcA66af50d1dAe5996eD45B","19:11"
"@Aforceone1","0xd0793C144c7E09c3D7e0da7a8384c31D0577f838","19:23"
"@Dragon864578
","0x45b4950CFDF33fd45F376edf7c14615e031D9a62","19:27"
"Kaisers20200107","0xb3E3333e9554751d68Ff65B7107E5590A3C5dd60","19:44"
"@bbcapexpredator","0x992007e4E23949e54b13d34e4AE27Eb406CE351E","20:19"
"@faraway_son","0x43f2a95916117ed09522d4438136722b6275b176","20:44"
"@Syderal_Sydney","0xB8495F35288B123948759319d784A92087BE2C26","20:49"
"@dejavugames","0x489BF60a8a0d3884286816d9D1e9BC266064d5FB","20:50"
"@PedroHedro1","0x1d68FD5064AE7820E4597641FeCC94B9C47cF217","20:50"
"@syoutt22
","0xDE9EDb7659FfC872A5661331dbd9b6657227E577","20:51"
"thelayer3guy","0xA28A89C9d6A52F2F5a64E3f3b764ED686FBD76EB","20:55"
"@hoaraueric5","0x85F04C9eAF82722367e114D7814092CFB77b03F1","20:59"
"","rigatoniron.base.eth","21:03"
"@Forbjn","0x6Dd653fE18F5e2b04E3e6A507aABfF563D4924Cf","21:05"
"www_szp","0xC0eA3aFEb9A83EF8f83A5Df7C563a3b7c4A5fAe4","21:09"
"@elmenago","0x90811C6839f1a792104B9eD1c54290ba1dD60D98","21:11"
"oranj0x","0x929b67DaFF3787CEf9061eCd474FbBEEBBFa8311","21:12"
"@CryptoFueg1990","0x31105c1Ce029047F6e558Fd9DDaaBC8e3B6Ef8C4","21:15"
"kazeur_crypto","0x5E29A0bE24F398Fc59Ef804D93f96996f5a8ACa3","21:17"
"@taureanhall31","0x2aa8FfAF7a6B87a977A93D1969641316B60562a2","21:17"
"@turntupalek","0xa8689AeD80EcC9441ADF22b5b068A7B70f7a5a57","21:19"
"@yun_ametrine","0xD51720952A9418E975061dd9124A332B9D8400b3","21:19"
"@ymg90s","0x1799326dBC8222a9dDaB787e4c485a3f59520900","21:22"
"@rogamire42","0x502dadBB0f4310DfcE2e15212891Ac8417913173","21:23"
"@kkntj7","0xc650C509D9e4a542e46ecDE38A986588F8Eb5636","21:23"
"@ndgtlft","0x5CC5057D9231113A9c70d37b012e2f9f08d184d9","21:31"
"@Gun_Tzu_the1st","0x451913dF9062d9Ea23EbcB990DC00A30a83f262e","21:36"
"@ramir_khanx","0x176833010aabEA8F34A368aac6043F6AB8cA333B","21:36"
"@BudInMyHat","0x4B710BD4451C588f80AD7637D290320FE9F67254","21:42"
"0xhellia","0xBE7bFAD8952Ae92abB8779Aa4D6826839e82Fa3D","21:46"
"Melendoug","0x2f70cfeb4d49fa9b5daf24C85E825E80e3456B47","21:51"
"@p00paa","0x85CA517437174438C6f1F01C501045BE559C68De","21:51"
"@Jaimelaitchauve","0x21E298405039fb678B1D46C0a358fFDff37D4f71","21:54"
"@km_mmt","0xec8287FaeF6cD7fc9887BE6e40D6ABC0Ccb29D2f","21:57"
"dfj","0xc9dE68A08D9A06278A6F73BBB3D76dFd43A25cae","22:19"
"@jeormadi","0x68dfb2f2d2f4afc37181e38d596d0d112c3ae5f7","22:27"
"","","22:31"
"@Okan81911017","0xB574403b1c2A594BaE786A7B31c78A9222a48095","22:31"
"@AlertHunt","0x63a2869f84cB8ecBdC83A4F2EBcB9Fd00092F05a","22:36"
"@zibsbtl","0xd350D88de28804025389E5807F5F0CCC86b55BBe","22:47"
"","Mattsolo11.cb.id","22:49"
"@temorala","0xe05E6280E61F67D70AfB2E3eD530AeeEbe0E22fC","22:53"
" moshmosh0101","0xe0846F244C98E92bE80a5b1A18e15548d3800AB4","22:55"
"@KyberDrakon","0x3841083E92C0A577C3305C78d13B35b402F9B39B","22:56"
"@SmOaxes","oakes810.cb.id","23:01"
"","0x42710f6b63E8F23F39Ba4356174E0450d6540a81","23:03"
"@saags97","0x988773ADdb9507D1e19B0ddc11aA9a32b15FFd9a","23:05"
"tomt80s","0xeab804590011d0650fcb6c4da1870c6e9ca062d1","23:10"
"@Francis51285898","0x64bAC0FC115Ef0bb3e49EAcafE89a8404Dbb4c8a","23:14"
"BernardoAl8020","0x2778FdC3dbc3553F1f6f26D8d310F08DB49abe4D","23:21"
"@followairdrops","0x1bbC0D7dEF52461D4e93D1A1C9040fA39E0907F2","23:38"
"Keksli83","0xbac4d25d5c08ac6f16171ce76f5a6a42d011db9e","23:47"
"gtmcknight","0xFE35e15bE885750D9b2363cbB6aBDd57AC9C4c40","23:50"
"@IvanRod39249327","0xB7Ba49FA4Cf4091BBaE03c9F2e91e08c296D7C67","23:55"
"@SPLtomo3106","0xb322A72F478Ac7B2f39c925F7514827f5516F4A9","24:04"
"@Jouf81","0xC8D46eb7881975F9aE15216FeEBa2ff58E55803c","24:08"
"@LudoChapa","0x39a45d10EE79Af0e7F7b849B37161836C349ED9E","24:09"
"@RainmakersJapan","0x9330065A70E54aD29Cf60c2C013E69900Da13D73","24:17"
"@ChrisCripto2025","0xD8C9194B9B1Ccb61ccA565228020BBBF835860d5","24:25"
"@dabrakan","0x524E2a1b369BBe8E2D4Eb9fD5BB56712E2c43319","24:30"
"@samitobr","0xCb0D7149e65b51891eACbEaEE59775AC207D7fB3","24:34"
"@renbague","0xe79eCE09C4240DcB3d632585dF427D824223FD04","24:46"
"@_bonepark","0xD5Ed3F6079ffFF4f5E3B2422887E18A45A8d629e","24:47"
"@eternelg_","0x582c013f61A80Ef97c486BC0A4Da6F4cc6ffa37C","24:47"
"@CryptoAltcoinFR","0xa7CdD4608E647431E931E5F9eA0784D2a71342ad","24:47"
"@Bobkoch42","0x850876Ba231FEEC311cE2aAAdC1099bd1996f995","25:30"
"@Bhzack_8","0xC44C1A12c03B884C67D2CBaFAa45D5550d336374","25:30"
"@gakuchantin","0x3B66bA89D561aB03448DF100B9C9EAcC5bF8dfed","25:42"
"@tiago_cabrita15","0x6509D273e9F5393A6440305f4AE2aB0ED0235a37","25:45"
"@slothiisleeps","0x7F0a38C92A77aFe97ed3340D095893090b034C83","25:51"
"@Aleksander921","0xe88AdE0824ba4DD6a36891dD60B83C20462B3545","25:59"
"@dmitriy97717879","0x62050A8fF39250A6B6E35938A2537524FCaACD58","26:02"
"@life_with_be
","0xD6f14caf5dB98820628e0acD3e3A7009b96C8861","26:10"
"@greta_gremplin","0xC34Ef2E1f74403C1366f7Ee8E02465378734994A","26:27"
"TheScoopy1","0x387cbA805A719A1613488E489a8E7F0DE63aed14","26:27"
"@Yannosandwich","0x79F45fee8ABf4C4985C8C6784EBB8a3f7EDaf4D7","26:34"
"Ojitos17","0x824B3c341979904C85d2cD8e50f8f2456B70EE2F","26:35"
"@crypto_web13","0xf724421b77ce727240fa150eddc9320993daaf68","26:37"
"@Chachouto173696","0xe3C2f8915a5902a70E46d2D1d08f7e874032cE34","26:38"
"@gskrovina","0x45db9d3457c2Cb05C4BFc7334a33ceE6e19d508F","26:39"
"@luisjcsve","0x52b4af394C7DC271C9716084A46203ad8431e1B9","26:40"
"@back2control","0x188697f39E2eC9e6E3C5Fd5cBB36b8C01C81a53f","26:48"
"@thompag56","0x797ae17ab4fDa327E0697B99E5671E5e963A8838","27:06"
"","fawkyumean.cb.id","27:07"
"splash9s","0xB7338876B76C4925e9599b60324C4b3894CA7F09","27:08"
"@bandit_fat","0xb3Fc23c0A9345c649a8f36B45b69EeAAE9e99e06","27:14"
"@TheTotoCrypto","0x285C97D3004dD01367d4851B0E2bCA073B335BfF","27:16"
"","","27:19"
"SimpinaintEZ_","0x24f8BA469131A17d8609204Ed4C0728fADE21A62","27:41"
"@DorseyAlex70110","0x3543249627b6670e9e7c09C5BE9D4d5792Af6772","27:48"
"IgorSmailov","0xC25560E513de24d927Fd1779fDCE848e3d1a9907","27:50"
"@JoeLee88795","0xbc37c037efdc8136fd80f94d89cacd762dc52204","28:06"
"@Ottakringer01","0x56A408e7Ff2186C21872Ab36544fF0742ef6193f","28:16"
"CryptoFournese","0x0ef9761Bdc0d5cf4bBC14F4613428f8437b5e732","28:28"
"@math_dslv","0x4626856Aeac78c0B91Dc0923Ea54Ce5B6dF504BC","28:56"
